,Unnamed: 0.1,Unnamed: 0_x,.ID.,nbIterTraces,nbGranular,mu,lambda,nbElite,nbClose,nbIterPenaltyManagement,targetFeasible,penaltyIncrease,penaltyDecrease,.PARENT.,name,Unnamed: 0_y,hiper_parameter_agg,conj_clientes,instancia
0,2,24.666666666666668,5.333333333333333,5,550,21,28,20,5,5,100,0.3,1.2,5.333333333333333,K3C18J1,0,K3C18J1,K3E2C18J1,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n393-k38.vrp
1,2,24.666666666666668,5.333333333333333,5,550,21,28,20,5,5,100,0.3,1.2,5.333333333333333,K3C18J1,1,K3C18J1,K3E2C18J1,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n313-k71.vrp
2,2,24.666666666666668,5.333333333333333,5,550,21,28,20,5,5,100,0.3,1.2,5.333333333333333,K3C18J1,2,K3C18J1,K3E2C18J1,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/CMT9.vrp
3,2,24.666666666666668,5.333333333333333,5,550,21,28,20,5,5,100,0.3,1.2,5.333333333333333,K3C18J1,3,K3C18J1,K3E2C18J1,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n284-k15.vrp
4,2,24.666666666666668,5.333333333333333,5,550,21,28,20,5,5,100,0.3,1.2,5.333333333333333,K3C18J1,4,K3C18J1,K3E2C18J1,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/CMT14.vrp
5,2,24.666666666666668,5.333333333333333,5,550,21,28,20,5,5,100,0.3,1.2,5.333333333333333,K3C18J1,5,K3C18J1,K3E2C18J1,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n327-k20.vrp
6,2,24.666666666666668,5.333333333333333,5,550,21,28,20,5,5,100,0.3,1.2,5.333333333333333,K3C18J1,6,K3C18J1,K3E2C18J1,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n167-k10.vrp
7,2,24.666666666666668,5.333333333333333,5,550,21,28,20,5,5,100,0.3,1.2,5.333333333333333,K3C18J1,7,K3C18J1,K3E2C18J1,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/CMT2.vrp
8,2,24.666666666666668,5.333333333333333,5,550,21,28,20,5,5,100,0.3,1.2,5.333333333333333,K3C18J1,8,K3C18J1,K3E2C18J1,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/Golden_3.vrp
9,2,24.666666666666668,5.333333333333333,5,550,21,28,20,5,5,100,0.3,1.2,5.333333333333333,K3C18J1,9,K3C18J1,K3E2C18J1,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n303-k21.vrp
10,2,24.666666666666668,5.333333333333333,5,550,21,28,20,5,5,100,0.3,1.2,5.333333333333333,K3C18J1,10,K3C18J1,K3E2C18J1,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n344-k43.vrp
11,2,24.666666666666668,5.333333333333333,5,550,21,28,20,5,5,100,0.3,1.2,5.333333333333333,K3C18J1,11,K3C18J1,K3E2C18J1,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n157-k13.vrp
12,2,24.666666666666668,5.333333333333333,5,550,21,28,20,5,5,100,0.3,1.2,5.333333333333333,K3C18J1,12,K3C18J1,K3E2C18J1,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n599-k92.vrp
13,2,24.666666666666668,5.333333333333333,5,550,21,28,20,5,5,100,0.3,1.2,5.333333333333333,K3C18J1,13,K3C18J1,K3E2C18J1,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n936-k151.vrp
14,2,24.666666666666668,5.333333333333333,5,550,21,28,20,5,5,100,0.3,1.2,5.333333333333333,K3C18J1,14,K3C18J1,K3E2C18J1,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/CMT4.vrp
15,2,24.666666666666668,5.333333333333333,5,550,21,28,20,5,5,100,0.3,1.2,5.333333333333333,K3C18J1,15,K3C18J1,K3E2C18J1,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n895-k37.vrp
16,2,24.666666666666668,5.333333333333333,5,550,21,28,20,5,5,100,0.3,1.2,5.333333333333333,K3C18J1,16,K3C18J1,K3E2C18J1,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n491-k59.vrp
17,2,24.666666666666668,5.333333333333333,5,550,21,28,20,5,5,100,0.3,1.2,5.333333333333333,K3C18J1,17,K3C18J1,K3E2C18J1,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n979-k58.vrp
18,2,24.666666666666668,5.333333333333333,5,550,21,28,20,5,5,100,0.3,1.2,5.333333333333333,K3C18J1,18,K3C18J1,K3E3C18J1,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n837-k142.vrp
19,2,24.666666666666668,5.333333333333333,5,550,21,28,20,5,5,100,0.3,1.2,5.333333333333333,K3C18J1,19,K3C18J1,K3E3C18J1,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n480-k70.vrp
20,2,24.666666666666668,5.333333333333333,5,550,21,28,20,5,5,100,0.3,1.2,5.333333333333333,K3C18J1,20,K3C18J1,K3E3C18J1,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n561-k42.vrp
21,2,24.666666666666668,5.333333333333333,5,550,21,28,20,5,5,100,0.3,1.2,5.333333333333333,K3C18J1,21,K3C18J1,K3E3C18J1,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n420-k130.vrp
22,2,24.666666666666668,5.333333333333333,5,550,21,28,20,5,5,100,0.3,1.2,5.333333333333333,K3C18J1,22,K3C18J1,K3E3C18J1,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n190-k8.vrp
23,2,24.666666666666668,5.333333333333333,5,550,21,28,20,5,5,100,0.3,1.2,5.333333333333333,K3C18J1,23,K3C18J1,K3E3C18J1,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n275-k28.vrp
24,2,24.666666666666668,5.333333333333333,5,550,21,28,20,5,5,100,0.3,1.2,5.333333333333333,K3C18J1,24,K3C18J1,K3E3C18J1,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n701-k44.vrp
25,2,24.666666666666668,5.333333333333333,5,550,21,28,20,5,5,100,0.3,1.2,5.333333333333333,K3C18J1,25,K3C18J1,K3E3C18J1,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n256-k16.vrp
26,2,24.666666666666668,5.333333333333333,5,550,21,28,20,5,5,100,0.3,1.2,5.333333333333333,K3C18J1,26,K3C18J1,K3E3C18J1,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n586-k159.vrp
27,2,24.666666666666668,5.333333333333333,5,550,21,28,20,5,5,100,0.3,1.2,5.333333333333333,K3C18J1,27,K3C18J1,K3E3C18J1,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n957-k87.vrp
28,2,24.666666666666668,5.333333333333333,5,550,21,28,20,5,5,100,0.3,1.2,5.333333333333333,K3C18J1,28,K3C18J1,K3E3C18J1,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n376-k94.vrp
29,2,24.666666666666668,5.333333333333333,5,550,21,28,20,5,5,100,0.3,1.2,5.333333333333333,K3C18J1,29,K3C18J1,K3E3C18J1,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n143-k7.vrp
30,2,24.666666666666668,5.333333333333333,5,550,21,28,20,5,5,100,0.3,1.2,5.333333333333333,K3C18J1,30,K3C18J1,K3E3C18J1,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n280-k17.vrp
31,2,24.666666666666668,5.333333333333333,5,550,21,28,20,5,5,100,0.3,1.2,5.333333333333333,K3C18J1,31,K3C18J1,K3E3C18J1,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n242-k48.vrp
32,2,24.666666666666668,5.333333333333333,5,550,21,28,20,5,5,100,0.3,1.2,5.333333333333333,K3C18J1,32,K3C18J1,K3E3C18J1,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n627-k43.vrp
33,2,24.666666666666668,5.333333333333333,5,550,21,28,20,5,5,100,0.3,1.2,5.333333333333333,K3C18J1,33,K3C18J1,K3E3C18J1,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n331-k15.vrp
34,2,24.666666666666668,5.333333333333333,5,550,21,28,20,5,5,100,0.3,1.2,5.333333333333333,K3C18J1,34,K3C18J1,K3E3C18J1,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n685-k75.vrp
35,2,24.666666666666668,5.333333333333333,5,550,21,28,20,5,5,100,0.3,1.2,5.333333333333333,K3C18J1,35,K3C18J1,K3E3C18J1,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/CMT3.vrp
36,2,24.666666666666668,5.333333333333333,5,550,21,28,20,5,5,100,0.3,1.2,5.333333333333333,K3C18J1,36,K3C18J1,K3E1C18J1,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n129-k18.vrp
37,2,24.666666666666668,5.333333333333333,5,550,21,28,20,5,5,100,0.3,1.2,5.333333333333333,K3C18J1,37,K3C18J1,K3E1C18J1,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/Golden_8.vrp
38,2,24.666666666666668,5.333333333333333,5,550,21,28,20,5,5,100,0.3,1.2,5.333333333333333,K3C18J1,38,K3C18J1,K3E1C18J1,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/CMT13.vrp
39,2,24.666666666666668,5.333333333333333,5,550,21,28,20,5,5,100,0.3,1.2,5.333333333333333,K3C18J1,39,K3C18J1,K3E1C18J1,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/Golden_18.vrp
40,2,24.666666666666668,5.333333333333333,5,550,21,28,20,5,5,100,0.3,1.2,5.333333333333333,K3C18J1,40,K3C18J1,K3E1C18J1,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/Golden_15.vrp
41,2,24.666666666666668,5.333333333333333,5,550,21,28,20,5,5,100,0.3,1.2,5.333333333333333,K3C18J1,41,K3C18J1,K3E1C18J1,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/Golden_11.vrp
42,2,24.666666666666668,5.333333333333333,5,550,21,28,20,5,5,100,0.3,1.2,5.333333333333333,K3C18J1,42,K3C18J1,K3E1C18J1,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n336-k84.vrp
