,Unnamed: 0.1,Unnamed: 0_x,.ID.,nbIterTraces,nbGranular,mu,lambda,nbElite,nbClose,nbIterPenaltyManagement,targetFeasible,penaltyIncrease,penaltyDecrease,.PARENT.,name,Unnamed: 0_y,hiper_parameter_agg,conj_clientes,instancia
0,2,23.0,7.333333333333333,7,700,18,26,33,6,7,133,0.3,1.2666666666666666,7.333333333333333,K3C18J3,0,K3C18J3,K3E2C18J3,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n204-k19.vrp
1,2,23.0,7.333333333333333,7,700,18,26,33,6,7,133,0.3,1.2666666666666666,7.333333333333333,K3C18J3,1,K3C18J3,K3E2C18J3,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n573-k30.vrp
2,2,23.0,7.333333333333333,7,700,18,26,33,6,7,133,0.3,1.2666666666666666,7.333333333333333,K3C18J3,2,K3C18J3,K3E2C18J3,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/CMT7.vrp
3,2,23.0,7.333333333333333,7,700,18,26,33,6,7,133,0.3,1.2666666666666666,7.333333333333333,K3C18J3,3,K3C18J3,K3E2C18J3,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/CMT9.vrp
4,2,23.0,7.333333333333333,7,700,18,26,33,6,7,133,0.3,1.2666666666666666,7.333333333333333,K3C18J3,4,K3C18J3,K3E2C18J3,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n247-k50.vrp
5,2,23.0,7.333333333333333,7,700,18,26,33,6,7,133,0.3,1.2666666666666666,7.333333333333333,K3C18J3,5,K3C18J3,K3E2C18J3,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/Golden_6.vrp
6,2,23.0,7.333333333333333,7,700,18,26,33,6,7,133,0.3,1.2666666666666666,7.333333333333333,K3C18J3,6,K3C18J3,K3E2C18J3,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n162-k11.vrp
7,2,23.0,7.333333333333333,7,700,18,26,33,6,7,133,0.3,1.2666666666666666,7.333333333333333,K3C18J3,7,K3C18J3,K3E2C18J3,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n469-k138.vrp
8,2,23.0,7.333333333333333,7,700,18,26,33,6,7,133,0.3,1.2666666666666666,7.333333333333333,K3C18J3,8,K3C18J3,K3E2C18J3,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n172-k51.vrp
9,2,23.0,7.333333333333333,7,700,18,26,33,6,7,133,0.3,1.2666666666666666,7.333333333333333,K3C18J3,9,K3C18J3,K3E2C18J3,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/Golden_18.vrp
10,2,23.0,7.333333333333333,7,700,18,26,33,6,7,133,0.3,1.2666666666666666,7.333333333333333,K3C18J3,10,K3C18J3,K3E2C18J3,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n536-k96.vrp
11,2,23.0,7.333333333333333,7,700,18,26,33,6,7,133,0.3,1.2666666666666666,7.333333333333333,K3C18J3,11,K3C18J3,K3E2C18J3,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/CMT5.vrp
12,2,23.0,7.333333333333333,7,700,18,26,33,6,7,133,0.3,1.2666666666666666,7.333333333333333,K3C18J3,12,K3C18J3,K3E2C18J3,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n209-k16.vrp
13,2,23.0,7.333333333333333,7,700,18,26,33,6,7,133,0.3,1.2666666666666666,7.333333333333333,K3C18J3,13,K3C18J3,K3E2C18J3,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n701-k44.vrp
14,2,23.0,7.333333333333333,7,700,18,26,33,6,7,133,0.3,1.2666666666666666,7.333333333333333,K3C18J3,14,K3C18J3,K3E2C18J3,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n237-k14.vrp
15,2,23.0,7.333333333333333,7,700,18,26,33,6,7,133,0.3,1.2666666666666666,7.333333333333333,K3C18J3,15,K3C18J3,K3E2C18J3,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n376-k94.vrp
16,2,23.0,7.333333333333333,7,700,18,26,33,6,7,133,0.3,1.2666666666666666,7.333333333333333,K3C18J3,16,K3C18J3,K3E2C18J3,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n957-k87.vrp
17,2,23.0,7.333333333333333,7,700,18,26,33,6,7,133,0.3,1.2666666666666666,7.333333333333333,K3C18J3,17,K3C18J3,K3E2C18J3,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n313-k71.vrp
18,2,23.0,7.333333333333333,7,700,18,26,33,6,7,133,0.3,1.2666666666666666,7.333333333333333,K3C18J3,18,K3C18J3,K3E3C18J3,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n195-k51.vrp
19,2,23.0,7.333333333333333,7,700,18,26,33,6,7,133,0.3,1.2666666666666666,7.333333333333333,K3C18J3,19,K3C18J3,K3E3C18J3,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n613-k62.vrp
20,2,23.0,7.333333333333333,7,700,18,26,33,6,7,133,0.3,1.2666666666666666,7.333333333333333,K3C18J3,20,K3C18J3,K3E3C18J3,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n716-k35.vrp
21,2,23.0,7.333333333333333,7,700,18,26,33,6,7,133,0.3,1.2666666666666666,7.333333333333333,K3C18J3,21,K3C18J3,K3E3C18J3,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n139-k10.vrp
22,2,23.0,7.333333333333333,7,700,18,26,33,6,7,133,0.3,1.2666666666666666,7.333333333333333,K3C18J3,22,K3C18J3,K3E3C18J3,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n214-k11.vrp
23,2,23.0,7.333333333333333,7,700,18,26,33,6,7,133,0.3,1.2666666666666666,7.333333333333333,K3C18J3,23,K3C18J3,K3E3C18J3,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n384-k52.vrp
24,2,23.0,7.333333333333333,7,700,18,26,33,6,7,133,0.3,1.2666666666666666,7.333333333333333,K3C18J3,24,K3C18J3,K3E3C18J3,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n411-k19.vrp
25,2,23.0,7.333333333333333,7,700,18,26,33,6,7,133,0.3,1.2666666666666666,7.333333333333333,K3C18J3,25,K3C18J3,K3E3C18J3,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n344-k43.vrp
26,2,23.0,7.333333333333333,7,700,18,26,33,6,7,133,0.3,1.2666666666666666,7.333333333333333,K3C18J3,26,K3C18J3,K3E3C18J3,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/Golden_20.vrp
27,2,23.0,7.333333333333333,7,700,18,26,33,6,7,133,0.3,1.2666666666666666,7.333333333333333,K3C18J3,27,K3C18J3,K3E3C18J3,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/CMT4.vrp
28,2,23.0,7.333333333333333,7,700,18,26,33,6,7,133,0.3,1.2666666666666666,7.333333333333333,K3C18J3,28,K3C18J3,K3E3C18J3,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n284-k15.vrp
29,2,23.0,7.333333333333333,7,700,18,26,33,6,7,133,0.3,1.2666666666666666,7.333333333333333,K3C18J3,29,K3C18J3,K3E3C18J3,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/Golden_1.vrp
30,2,23.0,7.333333333333333,7,700,18,26,33,6,7,133,0.3,1.2666666666666666,7.333333333333333,K3C18J3,30,K3C18J3,K3E3C18J3,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/Golden_9.vrp
31,2,23.0,7.333333333333333,7,700,18,26,33,6,7,133,0.3,1.2666666666666666,7.333333333333333,K3C18J3,31,K3C18J3,K3E3C18J3,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n480-k70.vrp
32,2,23.0,7.333333333333333,7,700,18,26,33,6,7,133,0.3,1.2666666666666666,7.333333333333333,K3C18J3,32,K3C18J3,K3E3C18J3,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n256-k16.vrp
33,2,23.0,7.333333333333333,7,700,18,26,33,6,7,133,0.3,1.2666666666666666,7.333333333333333,K3C18J3,33,K3C18J3,K3E3C18J3,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/CMT13.vrp
34,2,23.0,7.333333333333333,7,700,18,26,33,6,7,133,0.3,1.2666666666666666,7.333333333333333,K3C18J3,34,K3C18J3,K3E3C18J3,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n837-k142.vrp
35,2,23.0,7.333333333333333,7,700,18,26,33,6,7,133,0.3,1.2666666666666666,7.333333333333333,K3C18J3,35,K3C18J3,K3E3C18J3,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n129-k18.vrp
36,2,23.0,7.333333333333333,7,700,18,26,33,6,7,133,0.3,1.2666666666666666,7.333333333333333,K3C18J3,36,K3C18J3,K3E1C18J3,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n200-k36.vrp
37,2,23.0,7.333333333333333,7,700,18,26,33,6,7,133,0.3,1.2666666666666666,7.333333333333333,K3C18J3,37,K3C18J3,K3E1C18J3,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n101-k25.vrp
38,2,23.0,7.333333333333333,7,700,18,26,33,6,7,133,0.3,1.2666666666666666,7.333333333333333,K3C18J3,38,K3C18J3,K3E1C18J3,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n134-k13.vrp
39,2,23.0,7.333333333333333,7,700,18,26,33,6,7,133,0.3,1.2666666666666666,7.333333333333333,K3C18J3,39,K3C18J3,K3E1C18J3,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n548-k50.vrp
40,2,23.0,7.333333333333333,7,700,18,26,33,6,7,133,0.3,1.2666666666666666,7.333333333333333,K3C18J3,40,K3C18J3,K3E1C18J3,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/Golden_5.vrp
41,2,23.0,7.333333333333333,7,700,18,26,33,6,7,133,0.3,1.2666666666666666,7.333333333333333,K3C18J3,41,K3C18J3,K3E1C18J3,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n228-k23.vrp
42,2,23.0,7.333333333333333,7,700,18,26,33,6,7,133,0.3,1.2666666666666666,7.333333333333333,K3C18J3,42,K3C18J3,K3E1C18J3,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n876-k59.vrp
43,2,23.0,7.333333333333333,7,700,18,26,33,6,7,133,0.3,1.2666666666666666,7.333333333333333,K3C18J3,43,K3C18J3,K3E1C18J3,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/CMT3.vrp
44,2,23.0,7.333333333333333,7,700,18,26,33,6,7,133,0.3,1.2666666666666666,7.333333333333333,K3C18J3,44,K3C18J3,K3E1C18J3,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n819-k171.vrp
45,2,23.0,7.333333333333333,7,700,18,26,33,6,7,133,0.3,1.2666666666666666,7.333333333333333,K3C18J3,45,K3C18J3,K3E1C18J3,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n336-k84.vrp
46,2,23.0,7.333333333333333,7,700,18,26,33,6,7,133,0.3,1.2666666666666666,7.333333333333333,K3C18J3,46,K3C18J3,K3E1C18J3,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n561-k42.vrp
47,2,23.0,7.333333333333333,7,700,18,26,33,6,7,133,0.3,1.2666666666666666,7.333333333333333,K3C18J3,47,K3C18J3,K3E1C18J3,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n502-k39.vrp
48,2,23.0,7.333333333333333,7,700,18,26,33,6,7,133,0.3,1.2666666666666666,7.333333333333333,K3C18J3,48,K3C18J3,K3E1C18J3,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n120-k6.vrp
49,2,23.0,7.333333333333333,7,700,18,26,33,6,7,133,0.3,1.2666666666666666,7.333333333333333,K3C18J3,49,K3C18J3,K3E1C18J3,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n322-k28.vrp
50,2,23.0,7.333333333333333,7,700,18,26,33,6,7,133,0.3,1.2666666666666666,7.333333333333333,K3C18J3,50,K3C18J3,K3E1C18J3,/Users/jvmaues/Documents/Estudos/Mestrado/optimization/HGS-CVRP/Instances/CVRP/X-n233-k16.vrp
